,index,Operator,WellType,WellNumber,OrderNumbers,Approval Date,County,LAT,LONG,PSI,BBLS,ZONE,year,month,day,time,well_count
2300,3740,CLIFTON JOE B EXPLORATION INC,2D,3,355560.0,6/6/1974,GARVIN,34.5529176,-97.1761587,"1,200","1,000","BASAL, MCLISH",1974,6,6,1974-06-06,530
2301,4619,RED RIVER PETROLEUM INC,2R,1,105705.0,6/6/1974,JACKSON,34.50295379999999,-99.2269974,"1,000",600,PENNSYLVANIA,1974,6,6,1974-06-06,1766
2302,4626,RED RIVER PETROLEUM INC,2R,1,105705.0,6/6/1974,JACKSON,34.5062061,-99.23139259999999,"1,000",600,PENNSYLVANIA,1974,6,6,1974-06-06,1767
2303,4628,RED RIVER PETROLEUM INC,2R,3,105705.0,6/6/1974,JACKSON,34.5065809,-99.2270133,"1,000",600,GRANITE WASH,1974,6,6,1974-06-06,1768
2304,1683,CITATION OIL & GAS CORPORATION,2R,16-32,105743.0,6/7/1974,CARTER,34.2291453,-97.51635279999999,600,"2,000",HEALDTON,1974,6,7,1974-06-07,1769
2305,1809,CITATION OIL & GAS CORPORATION,2R,I-5,105955.0,6/17/1974,CARTER,34.1932872,-97.4571235,610,972,HEALDTON,1974,6,17,1974-06-17,1770
2306,1821,CITATION OIL & GAS CORPORATION,2R,H-1,105956.0,6/17/1974,CARTER,34.2075377,-97.461485,800,"1,000","HOXBAR, PENN",1974,6,17,1974-06-17,1771
2307,1823,CITATION OIL & GAS CORPORATION,2R,1-4,105955.0,6/17/1974,CARTER,34.19813189999999,-97.457124,610,972,HEALDTON,1974,6,17,1974-06-17,1772
2308,1824,CITATION OIL & GAS CORPORATION,2R,1-5A,105955.0,6/17/1974,CARTER,34.1946421,-97.45712990000001,800,"1,000","HOXBAR, PENN",1974,6,17,1974-06-17,1773
2309,6379,KRUMME OIL COMPANY LLP,2D,1,106044.0,6/20/1974,OKFUSKEE,35.61578,-96.5321203,150,60,LAYTON,1974,6,20,1974-06-20,531
2310,7480,ENERGYQUEST II LLC,2R,2-14,106290.0,7/2/1974,PONTOTOC,34.90757429999999,-96.487223,,,GILCREASE,1974,7,2,1974-07-02,1774
2311,5033,MUSTANG GAS PRODUCTS LLC,2R,86    ,106464.0,7/15/1974,KINGFISHER,36.0569866,-97.9100958,"1,500",600,MANNING,1974,7,15,1974-07-15,1775
2312,2337,CITATION OIL & GAS CORPORATION,2R,7-44,106687.0,7/24/1974,CARTER,34.2408225,-97.5236613,600,"1,000",HOXBAR,1974,7,24,1974-07-24,1776
2313,2333,CITATION OIL & GAS CORPORATION,2R,7-45,106687.0,7/24/1974,CARTER,34.2399206,-97.5159651,600,"1,000",HOXBAR,1974,7,24,1974-07-24,1777
2314,2342,CITATION OIL & GAS CORPORATION,2R,7-43,106687.0,7/24/1974,CARTER,34.2399398,-97.520388,600,"1,000",HOXBAR,1974,7,24,1974-07-24,1778
2315,2006,CITATION OIL & GAS CORPORATION,2R,24-23,106688.0,7/24/1974,CARTER,0.0,0.0,600,"1,800",HEALDTON,1974,7,24,1974-07-24,1779
2316,468,PRIMEXX OPERATING CORPORATION,2R,1-1,107019.0,8/8/1974,CADDO,35.0230841,-98.52589549999999,,,BROMIDE,1974,8,8,1974-08-08,1780
2317,8825,CITATION OIL & GAS CORPORATION,2R,43,107049.0,8/8/1974,STEPHENS,34.506024700000005,-97.59827800000001,"2,200","4,000",SIMS,1974,8,8,1974-08-08,1781
2318,1327,CITATION OIL & GAS CORPORATION,2R,V-70-1,107271.0,8/24/1974,CARTER,34.228836799999996,-97.5297275,300,"1,000",HEALDTON,1974,8,24,1974-08-24,1782
2319,1397,CITATION OIL & GAS CORPORATION,2R,31-40,107749.0,9/23/1974,CARTER,34.2298947,-97.49959659999999,"2,000","10,000",ARBUCKLE,1974,9,23,1974-09-23,1783
2320,7599,ARROW ENERGY INC,2D,2,107934.0,10/1/1974,PONTOTOC,34.862048200000004,-96.6011252,300,250,THURMAN,1974,10,1,1974-10-01,532
2321,7521,ARROW ENERGY INC,2R,1,107934.0,10/1/1974,PONTOTOC,34.856496299999996,-96.5946052,300,0,THURMAN,1974,10,1,1974-10-01,1784
2322,7520,ARROW ENERGY INC,2R,1,107934.0,10/1/1974,PONTOTOC,34.8601984,-96.59672690000001,800,950,THURMAN,1974,10,1,1974-10-01,1785
2323,7600,ARROW ENERGY INC,2R,1,107934.0,10/1/1974,PONTOTOC,34.8602395,-96.60331140000001,800,950,THURMAN,1974,10,1,1974-10-01,1786
2324,7629,ARROW ENERGY INC,2D,2-C,107987.0,10/7/1974,PONTOTOC,34.6206115,-96.5764933,"1,500","1,800",CROMWELL,1974,10,7,1974-10-07,533
2325,4946,JONES L E OPERATING INC,2D,1,108092.0,10/9/1974,KAY,36.6028377,-97.2893274,350,"6,000",ARBUCKLE LIME,1974,10,9,1974-10-09,534
2326,1833,CITATION OIL & GAS CORPORATION,2R,17-2,108685.0,11/13/1974,CARTER,34.2404537,-97.488617,"2,000","6,000","ARBUCKLE, BROWN ",1974,11,13,1974-11-13,1787
2327,1173,CITATION OIL & GAS CORPORATION,2R,25-1A,108687.0,11/13/1974,CARTER,34.233513200000004,-97.5061573,"2,000","6,000","ARBUCKLE, BROWN",1974,11,13,1974-11-13,1788
2328,134,ENTERPRISE PRODUCTS OPERATING LLC,2D,1,108744.0,11/14/1974,BEAVER,36.899918299999996,-100.3934151,"1,500","8,400","CHASE, COUNCIL GROVE",1974,11,14,1974-11-14,535
2329,4488,TREPCO PRODUCTION COMPANY INC,2R,C1,108812.0,11/18/1974,HUGHES,34.9134375,-96.42679,,,BOOCH,1974,11,18,1974-11-18,1789
2330,4484,TREPCO PRODUCTION COMPANY INC,2R,27-A,108812.0,11/18/1974,HUGHES,34.9098577,-96.4356829,,,BOOCH,1974,11,18,1974-11-18,1790
2331,4489,TREPCO PRODUCTION COMPANY INC,2R,B3,108812.0,11/18/1974,HUGHES,34.9170563,-96.424543,,,BOOCH,1974,11,18,1974-11-18,1791
2332,120,ENTERPRISE PRODUCTS OPERATING LLC,GS,2,339008.0,11/21/1974,BEAVER,36.8995726,-100.39379100000001,700,"14,400",CIMARRON SALT,1974,11,21,1974-11-21,1
2333,8322,DARRELL'S DRILLING INC,2D,1,109020.0,12/2/1974,SEMINOLE,34.9767297,-96.7143573,300,300,CROMWELL,1974,12,2,1974-12-02,536
2334,9401,PARAMORE OIL COMPANY,2R,10,550298.0,12/2/1974,STEPHENS,34.2987196,-97.74517890000001,0,300,"LOCO, PERMIAN",1974,12,2,1974-12-02,1792
2335,7513,UNITED ENERGY & EXPLORATION LLC,2R,4,109560.0,12/17/1974,PONTOTOC,34.863955700000005,-96.6496703,600,890,THURMAN,1974,12,17,1974-12-17,1793
2336,1679,G & S PRODUCTION COMPANY,2D,1,109867.0,12/31/1974,CARTER,34.475531,-97.53354,800,200,PONTOTOC,1974,12,31,1974-12-31,537
2337,4660,WILLIFORD RESOURCES LLC,2R,7,109865.0,12/31/1974,JEFFERSON,34.2299765,-97.6158319,800,"1,100",HOXBAR,1974,12,31,1974-12-31,1794
2338,6810,MONTGOMERY JAKE E,2D,3,110012.0,1/6/1975,OKMULGEE,35.501913,-96.03690999999999,50,200,DUTCHER,1975,1,6,1975-01-06,538
2339,2538,PERKINS ENERGY COMPANY,2R,6,110013.0,1/6/1975,COTTON,34.4129273,-98.27000809999998,800,600,PRIDDY,1975,1,6,1975-01-06,1795
2340,7356,SHERIDAN PRODUCTION COMPANY LLC,2R,11-6,116920.0,2/11/1975,PONTOTOC,34.6117592,-96.5831167,,,VIOLA,1975,2,11,1975-02-11,1796
2341,7688,SHERIDAN PRODUCTION COMPANY LLC,2R,6-4,116920.0,2/11/1975,PONTOTOC,34.617206200000005,-96.5896405,"2,000","3,000",VIOLA,1975,2,11,1975-02-11,1797
2342,7668,SHERIDAN PRODUCTION COMPANY LLC,2R,7-3A,116920.0,2/11/1975,PONTOTOC,34.615585100000004,-96.5830925,"2,000","3,000",VIOLA,1975,2,11,1975-02-11,1798
2343,7343,SHERIDAN PRODUCTION COMPANY LLC,2R,7-4A,116920.0,2/11/1975,PONTOTOC,34.6177273,-96.58527559999999,,,VIOLA,1975,2,11,1975-02-11,1799
2344,7344,SHERIDAN PRODUCTION COMPANY LLC,2R,10-3,116920.0,2/11/1975,PONTOTOC,34.6117518,-96.5918587,,,VIOLA,1975,2,11,1975-02-11,1800
2345,7484,SHERIDAN PRODUCTION COMPANY LLC,2R,5-12A,116920.0,2/11/1975,PONTOTOC,34.619038200000006,-96.591359,,,VIOLA,1975,2,11,1975-02-11,1801
2346,7345,SHERIDAN PRODUCTION COMPANY LLC,2R,10-4,116920.0,2/11/1975,PONTOTOC,34.6099322,-96.58968279999999,,,VIOLA,1975,2,11,1975-02-11,1802
2347,7346,SHERIDAN PRODUCTION COMPANY LLC,2R,10-7,116920.0,2/11/1975,PONTOTOC,34.6135714,-96.59403470000001,,,VIOLA,1975,2,11,1975-02-11,1803
2348,7347,SHERIDAN PRODUCTION COMPANY LLC,2R,10-1A,116920.0,2/11/1975,PONTOTOC,34.6081097,-96.5918805,"2,000","3,000","BROMIDE, HUNTON , MCLISH, VIOLA",1975,2,11,1975-02-11,1804
2349,7443,SHERIDAN PRODUCTION COMPANY LLC,2R,7-24,116920.0,2/11/1975,PONTOTOC,34.6185781,-96.58325009999999,,,CROMWELL,1975,2,11,1975-02-11,1805
2350,7358,SHERIDAN PRODUCTION COMPANY LLC,2R,5-7,116920.0,2/11/1975,PONTOTOC,34.6153948,-96.5918395,,,VIOLA,1975,2,11,1975-02-11,1806
2351,7442,SHERIDAN PRODUCTION COMPANY LLC,2R,7-22,116920.0,2/11/1975,PONTOTOC,34.6205615,-96.5852512,,,CROMWELL,1975,2,11,1975-02-11,1807
2352,7440,SHERIDAN PRODUCTION COMPANY LLC,2R,7-18,116920.0,2/11/1975,PONTOTOC,34.615590600000004,-96.5830169,,,CROMWELL,1975,2,11,1975-02-11,1808
2353,7438,SHERIDAN PRODUCTION COMPANY LLC,2R,9-8,116920.0,2/11/1975,PONTOTOC,34.6081049,-96.5962487,,,BROMIDE,1975,2,11,1975-02-11,1809
2354,7437,SHERIDAN PRODUCTION COMPANY LLC,2R,5-8,116920.0,2/11/1975,PONTOTOC,34.6172017,-96.5940505,,,VIOLA,1975,2,11,1975-02-11,1810
2355,7435,SHERIDAN PRODUCTION COMPANY LLC,2R,11-4,116920.0,2/11/1975,PONTOTOC,34.613547600000004,-96.58967679999999,,,BROMIDE,1975,2,11,1975-02-11,1811
2356,7434,SHERIDAN PRODUCTION COMPANY LLC,2R,12-3,116920.0,2/11/1975,PONTOTOC,34.609925,-96.58530079999998,"2,000","3,000","BROMIDE, MCLISH, VIOLA",1975,2,11,1975-02-11,1812
2357,7432,SHERIDAN PRODUCTION COMPANY LLC,2R,5-1A,116920.0,2/11/1975,PONTOTOC,34.6172104,-96.59838690000001,,,VIOLA,1975,2,11,1975-02-11,1813
2358,7431,SHERIDAN PRODUCTION COMPANY LLC,2R,8-2B,116920.0,2/11/1975,PONTOTOC,34.6190202,-96.5787243,,,CROMWELL,1975,2,11,1975-02-11,1814
2359,7430,SHERIDAN PRODUCTION COMPANY LLC,2R,4-6,116920.0,2/11/1975,PONTOTOC,34.624463299999995,-96.5853378,,,VIOLA,1975,2,11,1975-02-11,1815
2360,7349,SHERIDAN PRODUCTION COMPANY LLC,2R,5-15,116920.0,2/11/1975,PONTOTOC,34.6208574,-96.5939965,,,CROMWELL,1975,2,11,1975-02-11,1816
2361,7350,SHERIDAN PRODUCTION COMPANY LLC,2R,5-13A,116920.0,2/11/1975,PONTOTOC,34.6208534,-96.59836800000001,,,CROMWELL,1975,2,11,1975-02-11,1817
2362,7441,SHERIDAN PRODUCTION COMPANY LLC,2R,7-20,116920.0,2/11/1975,PONTOTOC,34.6171026,-96.5849374,,,CROMWELL,1975,2,11,1975-02-11,1818
2363,7444,SHERIDAN PRODUCTION COMPANY LLC,2R,5-10A,116920.0,2/11/1975,PONTOTOC,34.618983,-96.59684770000001,,,CROMWELL,1975,2,11,1975-02-11,1819
2364,3074,INTERNATIONAL ENERGY COMPANY LLC,2D,1,111964.0,3/3/1975,CREEK,36.0300443,-96.56081479999999,0,"3,000",ARBUCKLE,1975,3,3,1975-03-03,539
2365,7103,CULP & COPPLE OIL COMPANY,2D,1,111817.0,3/25/1975,PAYNE,36.1581298,-96.704947,150,150,RED FORK,1975,3,25,1975-03-25,540
2366,1631,STRIKE ENERGY LLC,2R,7,111873.0,3/26/1975,CARTER,34.0848499,-97.1877614,500,300,DEESE,1975,3,26,1975-03-26,1820
2367,2625,PROVEN RESERVES MANAGEMENT INC,2D,9,111955.0,3/31/1975,CREEK,35.81651420000001,-96.4367772,400,"1,400",BARTLESVILLE,1975,3,31,1975-03-31,541
2368,6876,BSO INC,2D,3,111963.0,3/31/1975,PAWNEE,36.2342033,-96.4183072,0,10,RED FORK,1975,3,31,1975-03-31,542
2369,7302,CITATION OIL & GAS CORPORATION,2R,9-6,112125.0,4/8/1975,PONTOTOC,34.620887200000006,-96.55031629999999,"2,500","2,000",VIOLA,1975,4,8,1975-04-08,1821
2370,7301,CITATION OIL & GAS CORPORATION,2R,12-4,112127.0,4/8/1975,PONTOTOC,34.624520000000004,-96.5503175,"2,500","2,000",VIOLA,1975,4,8,1975-04-08,1822
2371,6653,BLUE STAR ENERGY INC,2D,1,112116.0,4/8/1975,OKMULGEE,35.4356143,-96.0594493,500,200,SENORA,1975,4,8,1975-04-08,543
2372,7378,CITATION OIL & GAS CORPORATION,2R,2-4,237676.0,4/8/1975,PONTOTOC,34.62430429999999,-96.56565649999999,"2,500","2,500",HUNTON,1975,4,8,1975-04-08,1823
2373,1841,TRIPLEDEE OPERATING COMPANY LLC,2R,2-1W,112299.0,4/16/1975,CARTER,34.2484491,-97.3905754,,,PONTOTOC,1975,4,16,1975-04-16,1824
2374,7445,SHERIDAN PRODUCTION COMPANY LLC,2R,8-2A,112464.0,4/28/1975,PONTOTOC,34.6190109,-96.6004834,"1,400",900,MCALESTER,1975,4,28,1975-04-28,1825
2375,2592,S & C RESOURCES INC,2D,1,112487.0,4/30/1975,CREEK,35.7679716,-96.4873334,300,150,TONKAWA,1975,4,30,1975-04-30,544
2376,2856,BARNES DARRELL,2D,1,112611.0,5/6/1975,CREEK,36.028940000000006,-96.4551,300,25,RED FORK,1975,5,6,1975-05-06,545
2377,1844,TRIPLEDEE OPERATING COMPANY LLC,2R,2-3W,112616.0,5/6/1975,CARTER,34.245956799999995,-97.3833787,,,WHEELER,1975,5,6,1975-05-06,1826
2378,1842,TRIPLEDEE OPERATING COMPANY LLC,2R,2-2W,112616.0,5/6/1975,CARTER,34.2459636,-97.3873323,,,WHEELER,1975,5,6,1975-05-06,1827
2379,2773,BARNES DARRELL,2D,1,112611.0,5/6/1975,CREEK,35.90175670000001,-96.5809503,300,30,RED FORK,1975,5,6,1975-05-06,546
2380,1630,TRIPLEDEE OPERATING COMPANY LLC,2R,1-1,112615.0,5/6/1975,CARTER,34.255790399999995,-97.3950088,900,250,WHEELER,1975,5,6,1975-05-06,1828
2381,3710,CLAMPITT R L & ASSOCIATES INC,2D,4,112909.0,5/21/1975,GARVIN,34.6209542,-97.38503309999999,100,600,PERMIAN,1975,5,21,1975-05-21,547
2382,2392,LINN OPERATING INC,2R,12-3,113322.0,6/6/1975,CLEVELAND,35.3187395,-97.4686564,"2,000","1,000",BARTLESVILLE,1975,6,6,1975-06-06,1829
2383,4758,PULLERS OIL COMPANY LLC,2R,1,113331.0,6/6/1975,KAY,36.6546175,-97.1306275,400,100,MISSISSIPPI CHAT,1975,6,6,1975-06-06,1830
2384,2334,CITATION OIL & GAS CORPORATION,2R,5-17,113628.0,6/26/1975,CARTER,34.2434313,-97.5116794,600,"1,000",HOXBAR,1975,6,26,1975-06-26,1831
2385,1602,CITATION OIL & GAS CORPORATION,2R,5-18,113628.0,6/26/1975,CARTER,34.2434624,-97.516311,600,"1,000",HEALDTON,1975,6,26,1975-06-26,1832
2386,2170,TRIPLEDEE OPERATING COMPANY LLC,2R,5-W,113712.0,7/1/1975,CARTER,34.2462528,-97.381392,250,500,WHEELER,1975,7,1,1975-07-01,1833
2387,1843,TRIPLEDEE OPERATING COMPANY LLC,2R,1-4W,113711.0,7/1/1975,CARTER,34.2494345,-97.3934832,500,200,WHEELER,1975,7,1,1975-07-01,1834
2388,2510,LEWIS OIL OPERATIONS LLC,2D,7,117506.0,7/1/1975,COTTON,34.2437191,-98.3420239,400,500,CISCO,1975,7,1,1975-07-01,548
2389,2387,MELOY RUSSELL D OIL & GAS COMPANY,2R,1,114301.0,7/28/1975,CLEVELAND,34.9514537,-97.21001940000001,250,250,PAWKUSKA,1975,7,28,1975-07-28,1835
2390,6881,MICKALSON OPERATING COMPANY,2R,W-4,114817.0,8/14/1975,PAWNEE,36.173012799999995,-96.6560816,,,RED FORK,1975,8,14,1975-08-14,1836
2391,6913,MICKALSON OPERATING COMPANY,2R,W-3,114817.0,8/14/1975,PAWNEE,36.1752264,-96.6448957,,,"RED FORK, SKINNER ",1975,8,14,1975-08-14,1837
2392,8489,STEPHENS & JOHNSON OPERATING CO,2R,2-2,114768.0,8/14/1975,SEMINOLE,35.2427797,-96.62152929999999,500,"1,500",HUNTON,1975,8,14,1975-08-14,1838
2393,9137,BUTKIN OIL COMPANY LLC,2D,1,115053.0,9/3/1975,STEPHENS,34.4058,-97.6867175,400,"1,200",PERMIAN,1975,9,3,1975-09-03,549
2394,9494,BUTKIN OIL COMPANY LLC,2R,9W,115053.0,9/3/1975,STEPHENS,34.4055346,-97.68769350000001,400,"1,200",PERMIAN,1975,9,3,1975-09-03,1839
2395,9496,BUTKIN OIL COMPANY LLC,2R,11W,115053.0,9/3/1975,STEPHENS,34.408835700000004,-97.6909975,400,"1,200",PERMIAN,1975,9,3,1975-09-03,1840
2396,9497,BUTKIN OIL COMPANY LLC,2R,12W,115053.0,9/3/1975,STEPHENS,34.4088044,-97.6877157,400,"1,200",PERMIAN,1975,9,3,1975-09-03,1841
2397,9495,BUTKIN OIL COMPANY LLC,2R,10W,115053.0,9/3/1975,STEPHENS,34.407379600000006,-97.69098829999999,400,"1,200",PERMIAN,1975,9,3,1975-09-03,1842
2398,257,OVERFLOW ENERGY LLC,CDW,1,115221.0,9/11/1975,BEAVER,36.5416565,-100.30900009999999,300,"1,000","HERRINGTON, KRIDER",1975,9,11,1975-09-11,7
2399,9052,LIME ROCK RESOURCES II-A LP,2R,73,115546.0,9/29/1975,STEPHENS,34.4151784,-97.6090102,"2,200","4,000",SIMS,1975,9,29,1975-09-29,1843
2400,9047,LIME ROCK RESOURCES II-A LP,2R,85,115546.0,9/29/1975,STEPHENS,34.413331299999996,-97.60482040000001,"2,500","3,000",SIMS,1975,9,29,1975-09-29,1844
2401,8490,STEPHENS & JOHNSON OPERATING CO,2R,1-2,115637.0,10/2/1975,SEMINOLE,35.24378,-96.62573,500,"1,500",HUNTON,1975,10,2,1975-10-02,1845
2402,8460,KEENER OIL & GAS COMPANY,2D,2,115927.0,10/17/1975,SEMINOLE,35.22008710000001,-96.6559829,300,"2,000",2ND WILCOX,1975,10,17,1975-10-17,550
2403,6347,ELITE RESOURCES INC,2D,1,116024.0,10/21/1975,OKFUSKEE,35.3978878,-96.21004959999999,500,500,"CROMWELL, GILCREASE ",1975,10,21,1975-10-21,551
2404,8441,WALKER RANDY & JAN OIL COMPANY LLC,2D,4,116183.0,10/27/1975,SEMINOLE,35.0331768,-96.5010467,250,500,CALVIN,1975,10,27,1975-10-27,552
2405,2511,O & S ENERGY LLC,2D,1W,116296.0,10/30/1975,COTTON,34.1451062,-98.4955264,500,600,PERMIAN,1975,10,30,1975-10-30,553
2406,592,LEWIS OIL OPERATIONS LLC,2D,1,116410.0,11/10/1975,CARTER,34.4948838,-97.53919909999999,"1,000",500,GOODWIN,1975,11,10,1975-11-10,554
2407,4005,MERIT ENERGY COMPANY,2R,P-19,380019.0,11/10/1975,GARVIN,34.7445824,-97.5649738,"2,500","5,000",SPRINGER,1975,11,10,1975-11-10,1846
2408,8465,KEENER OIL & GAS COMPANY,2D,11,116560.0,11/13/1975,SEMINOLE,35.1748093,-96.6673105,300,"2,200",2ND WILCOX,1975,11,13,1975-11-13,555
2409,7560,ENERGYQUEST II LLC,2R,2,116727.0,11/20/1975,PONTOTOC,34.8439386,-96.51516120000001,"1,000",700,GILCREASE,1975,11,20,1975-11-20,1847
2410,3080,LAKESHORE OPERATING LLC,2R,WI-4,116718.0,11/20/1975,CREEK,35.89403660000001,-96.22134870000001,500,250,DUTCHER,1975,11,20,1975-11-20,1848
2411,3079,LAKESHORE OPERATING LLC,2R,WI-3,116719.0,11/20/1975,CREEK,35.8881792,-96.2224316,500,250,DUTCHER,1975,11,20,1975-11-20,1849
2412,3078,LAKESHORE OPERATING LLC,2R,WI-2,116717.0,11/20/1975,CREEK,35.893133,-96.2237029,500,250,DUTCHER,1975,11,20,1975-11-20,1850
2413,1803,KINGERY DRILLING COMPANY INC,2R,9-2,117316.0,12/12/1975,CARTER,34.1808985,-97.4141184,"1,400",360,LONE GROVE,1975,12,12,1975-12-12,1851
2414,4741,RANGE PRODUCTION COMPANY LLC,2D,1,118424.0,1/22/1976,KAY,36.6545148,-97.2477889,500,200,LAYTON,1976,1,22,1976-01-22,556
2415,9232,BANNER OIL & GAS LLC,2D,1,118554.0,1/26/1976,STEPHENS,34.297672399999996,-97.6752578,175,900,UNKNOWN FORMATION,1976,1,26,1976-01-26,557
2416,9415,STEPHENS & JOHNSON OPERATING CO,2D,B-5,419007.0,1/30/1976,STEPHENS,34.4701751,-97.707808,200,60,PERMIAN,1976,1,30,1976-01-30,558
2417,2328,CITATION OIL & GAS CORPORATION,2R,8-20,118805.0,2/3/1976,CARTER,34.23991289999999,-97.51596579999999,600,"2,500",HOXBAR,1976,2,3,1976-02-03,1852
2418,2336,CITATION OIL & GAS CORPORATION,2R,3-30,118806.0,2/3/1976,CARTER,34.2440616,-97.5203838,600,"2,000",HOXBAR,1976,2,3,1976-02-03,1853
2419,10095,BREITBURN OPERATING LP,2R,68,118799.0,2/3/1976,TEXAS,36.85055379999999,-101.61517070000001,"2,000","2,000",MORROW,1976,2,3,1976-02-03,1854
2420,9245,CITATION OIL & GAS CORPORATION,2R,A-1,118871.0,2/4/1976,STEPHENS,34.3036377,-97.72604220000001,,,LOCO,1976,2,4,1976-02-04,1855
2421,829,BULLARD OIL COMPANY LLC,2D,1,118922.0,2/6/1976,CARTER,34.3574611,-97.4049784,600,500,CISCO,1976,2,6,1976-02-06,559
2422,1780,XTO ENERGY INC,2D,1,119843.0,3/12/1976,CARTER,34.2280655,-97.4098571,"1,200","3,500",CISCO,1976,3,12,1976-03-12,560
2423,2677,WELLS ALLEN W,2R,1,120141.0,3/24/1976,CREEK,35.6453256,-96.48436070000001,,,BURBANK,1976,3,24,1976-03-24,1856
2424,350,BINGER OPERATIONS LLC,2R,78G-1,120120.0,3/24/1976,CADDO,35.274376200000006,-98.2556114,,,MARCHAND,1976,3,24,1976-03-24,1857
2425,7377,SHERIDAN PRODUCTION COMPANY LLC,2R,4-8,120152.0,3/25/1976,PONTOTOC,34.6244745,-96.5897821,"1,500",750,HUNTON,1976,3,25,1976-03-25,1858
2426,7509,LIBERTY OPERATING INC,2D,3,120253.0,3/30/1976,PONTOTOC,34.887499,-96.667528,800,230,EARLSBORO,1976,3,30,1976-03-30,561
2427,1864,KODIAK OIL & GAS INC,2R,38,120318.0,3/31/1976,CARTER,34.2670049,-97.4023318,300,200,PERMIAN,1976,3,31,1976-03-31,1859
2428,1865,KODIAK OIL & GAS INC,2R,35,120315.0,3/31/1976,CARTER,34.2677482,-97.4174955,300,200,PERMIAN,1976,3,31,1976-03-31,1860
2429,1863,KODIAK OIL & GAS INC,2R,37,120317.0,3/31/1976,CARTER,34.2742928,-97.4001397,300,200,PERMIAN,1976,3,31,1976-03-31,1861
2430,1866,KODIAK OIL & GAS INC,2R,39,120319.0,3/31/1976,CARTER,34.2669511,-97.41311850000001,300,200,PERMIAN,1976,3,31,1976-03-31,1862
2431,1862,KODIAK OIL & GAS INC,2R,36,120316.0,3/31/1976,CARTER,34.2742937,-97.3979552,300,200,PERMIAN,1976,3,31,1976-03-31,1863
2432,10722,BRATCO OPERATING COMPANY INC,2D,1 SWD,120750.0,4/19/1976,WASHINGTON,36.75575,-95.85116670000001,100,500,BURGESS,1976,4,19,1976-04-19,562
2433,6912,MID-CON ENERGY OPERATING LLC,2D,1,120836.0,4/21/1976,PAWNEE,36.249799700000004,-96.5162478,300,300,1ST WILCOX ,1976,4,21,1976-04-21,563
2434,1859,CHATHAM JIMMY R,2R,10-5A,120876.0,4/22/1976,CARTER,34.453232299999996,-97.5114203,"1,000",680,FUSINILID,1976,4,22,1976-04-22,1864
2435,642,CHATHAM JIMMY R,2D,1-2,120876.0,4/22/1976,CARTER,34.473238099999996,-97.5216083,"1,000",680,FUSINILID,1976,4,22,1976-04-22,564
2436,643,CHATHAM JIMMY R,2D,4-6,120876.0,4/22/1976,CARTER,34.46412120000001,-97.5173126,"1,000",680,FUSINILID,1976,4,22,1976-04-22,565
2437,670,CHATHAM JIMMY R,2D,7-2,120876.0,4/22/1976,CARTER,34.4604822,-97.51736,"1,000",680,FUSINILID,1976,4,22,1976-04-22,566
2438,645,CHATHAM JIMMY R,2D,5-3,120876.0,4/22/1976,CARTER,34.4695913,-97.52163399999999,"1,000",680,FUSINILID,1976,4,22,1976-04-22,567
2439,671,CHATHAM JIMMY R,2D,7-5,120876.0,4/22/1976,CARTER,34.456855,-97.5173406,"1,000",680,FUSINILID,1976,4,22,1976-04-22,568
2440,644,CHATHAM JIMMY R,2R,5-1,120876.0,4/22/1976,CARTER,34.467768,-97.51946679999999,"1,000",680,FUSINILID,1976,4,22,1976-04-22,1865
2441,2412,PROVEN RESERVES MANAGEMENT INC,2D,2,120875.0,4/22/1976,CLEVELAND,35.0970529,-97.28829499999999,200,400,UNKNOWN FORMATION,1976,4,22,1976-04-22,569
2442,7429,SHERIDAN PRODUCTION COMPANY LLC,2R,4-1,120938.0,4/27/1976,PONTOTOC,34.6226443,-96.58313079999999,"1,500",600,HUNTON,1976,4,27,1976-04-27,1866
2443,1867,TRIPLEDEE OPERATING COMPANY LLC,2R,10,121207.0,5/6/1976,CARTER,34.168100200000005,-97.357466,"1,200",480,"BAYOU, CHUBBEE, LONE GROVE",1976,5,6,1976-05-06,1867
2444,7389,CITATION OIL & GAS CORPORATION,2R,20-16,121304.0,5/12/1976,PONTOTOC,34.6208624,-96.55909890000001,"2,300","4,000",HUNTON,1976,5,12,1976-05-12,1868
2445,7632,CITATION OIL & GAS CORPORATION,2R,9-14,121303.0,5/12/1976,PONTOTOC,34.619070799999996,-96.5528489,"2,500","4,000",HUNTON,1976,5,12,1976-05-12,1869
2446,8348,STEPHENS & JOHNSON OPERATING CO,2R,3,121741.0,5/28/1976,SEMINOLE,35.0949944,-96.64251879999999,300,"2,000",CROMWELL,1976,5,28,1976-05-28,1870
2447,7667,SHERIDAN PRODUCTION COMPANY LLC,2R,6-7,126347.0,6/12/1976,PONTOTOC,34.6208473,-96.58962120000001,"1,500","1,000",HUNTON,1976,6,12,1976-06-12,1871
2448,9086,JONES L E OPERATING INC,2R,25-1W,122429.0,6/29/1976,STEPHENS,34.3769403,-97.56547330000001,"2,000",327,DEESE,1976,6,29,1976-06-29,1872
2449,9085,JONES L E OPERATING INC,2R,26-2,122429.0,6/29/1976,STEPHENS,34.3787634,-97.5632916,"2,000",327,TUSSY,1976,6,29,1976-06-29,1873
