API#,Operator,Operator ID,WellType,WellName,WellNumber,OrderNumbers,Approval Date,County,Sec,Twp,Rng,QQQQ,LAT,LONG,PSI,BBLS,ZONE,,,
3501904861,CITATION OIL & GAS CORPORATION,14156,2R,JENNINGS DEESE UNIT,38,315572,8/11/1987,CARTER,15,02S,03W,NW SW NW,34.3859534,-97.5085379,"1,500","2,000",DEESE,,,
3501904867,CITATION OIL & GAS CORPORATION,14156,2R,JENNINGS DEESE UNIT,70,315586,8/11/1987,CARTER,15,02S,03W,SE SE SE,34.3770220,-97.4932784,"1,500","2,000",DEESE,,,
3501904872,CITATION OIL & GAS CORPORATION,14156,2R,JENNINGS DEESE UNIT,67,476361,5/29/2003,CARTER,15,02S,03W,NW SW SE,34.3787963,-97.4998241,"1,500","2,000",DEESE,,,
3501904875,CITATION OIL & GAS CORPORATION,14156,2R,JENNINGS DEESE UNIT,54,476359,5/29/2003,CARTER,15,02S,03W,SE NE SW,34.3805856,-97.5020024,"2,500","2,000",DEESE,,,
3501904878,CITATION OIL & GAS CORPORATION,14156,2R,"JENNINGS DEESE UNIT ""A""",49,315577,8/11/1987,CARTER,15,02S,03W,NE NW SW,34.3824329,-97.5042000,"1,500","2,000",DEESE,,,
3501904885,CITATION OIL & GAS CORPORATION,14156,2R,JENNINGS DEESE UNIT,74,476362,5/29/2003,CARTER,15,02S,03W,SE SE SW,34.3770018,-97.5020181,"2,500","2,000",DEESE,,,
3501904886,CITATION OIL & GAS CORPORATION,14156,2R,JENNINGS DEESE UNIT,65,476360,5/29/2003,CARTER,15,02S,03W,NW SE SW,34.3787810,-97.5041917,"2,500","2,000",DEESE,,,
3501904890,CITATION OIL & GAS CORPORATION,14156,2R,JENNINGS DEESE UNIT,63,315584,8/11/1987,CARTER,15,02S,03W,NW SW SW,34.3769769,-97.5085797,"1,500","2,000",DEESE,,,
3501904891,CITATION OIL & GAS CORPORATION,14156,2R,JENNINGS DEESE UNIT,18,315558,8/11/1987,CARTER,16,02S,03W,NW NW NE,34.3897436,-97.5172820,"1,500","2,000",DEESE,,,
3501904894,CITATION OIL & GAS CORPORATION,14156,2R,JENNINGS DEESE UNIT,30,315563,8/11/1987,CARTER,16,02S,03W,SE NE NE,34.3879463,-97.5107524,"1,500","2,000",DEESE,,,
3501904896,CITATION OIL & GAS CORPORATION,14156,2R,JENNINGS DEESE UNIT,32,315564,8/11/1987,CARTER,16,02S,03W,SE NW NE,34.3879241,-97.5150961,"1,500","2,000",DEESE,,,
3501904900,CITATION OIL & GAS CORPORATION,14156,2R,JENNINGS DEESE UNIT,36,315566,8/11/1987,CARTER,16,02S,03W,NW SE NE,34.3861251,-97.5129325,"1,500","2,000",DEESE,,,
3501904903,CITATION OIL & GAS CORPORATION,14156,2R,JENNINGS DEESE UNIT,45,315576,8/11/1987,CARTER,16,02S,03W,SE SE NE,34.3839910,-97.5105900,"1,500","2,000",DEESE,,,
3501904905,CITATION OIL & GAS CORPORATION,14156,2R,JENNINGS DEESE UNIT,34,315565,8/11/1987,CARTER,16,02S,03W,SE NE NW,34.3878838,-97.5193715,"1,500","2,000",DEESE,,,
3501904942,HARMON C E OIL INC,10266,2R,SE VELMA HUMPHREY SAND UNIT,110,265563,9/17/1987,CARTER,17,02S,03W,SW SW NW,34.3843547,-97.5435202,"3,000","1,500",HUMPHREYS,,,
3501904950,LINN OPERATING INC,22182,2R,VELMA CAMP DEESE UNIT,124,404246,8/13/1996,CARTER,17,02S,03W,NW NW SE,34.3825094,-97.5347844,"2,750","1,000",DEESE,,,
3501904956,HARMON C E OIL INC,10266,2R,SEVSSU,139,58748,5/11/1965,CARTER,17,02S,03W,SW SW SE,34.3770339,-97.5348301,NA,NA,SIMS,,,
3501904965,HARMON C E OIL INC,10266,2R,SEVSSU,131,102781,1/23/1974,CARTER,17,02S,03W,SW NW SW,34.3807040,-97.5435348,"3,000","3,000",SIMS,,,
3501904971,HARMON C E OIL INC,10266,2R,S.E. VELMA SIMS UNIT,142,380505,3/3/1994,CARTER,17,02S,03W,SE SW SW,34.3773184,-97.5410771,"3,000","5,000",SIMS,,,
3501904974,HARMON C E OIL INC,10266,2R,S.E.V.H.S.U.,121,377245,10/18/1993,CARTER,17,02S,03W,NW NE SW,34.3825224,-97.5391564,"2,517","4,000",HUMPHREYS,,,
3501904977,HARMON C E OIL INC,10266,2R,SE VELMA HUMPHREYS SAND UNIT,93,265562,9/17/1984,CARTER,18,02S,03W,SW NE NE,34.3879365,-97.5479794,"3,000","1,500",HUMPHREYS,,,
3501904979,LINN OPERATING INC,22182,2R,VELMA CAMP DEESE UNIT,92,403534,7/18/1996,CARTER,18,02S,03W,SE NE NE,34.3879555,-97.5457917,"2,750","1,000",DEESE,,,
3501904982,HARMON C E OIL INC,10266,2R,SEVSSU,94,383260,5/4/1994,CARTER,18,02S,03W,SE NW NE,34.3877955,-97.5501454,"3,000","3,000",HUMPHREYS,,,
3501904989,LINN OPERATING INC,22182,2R,VELMA CAMP DEESE UNIT,111,403493,7/17/1996,CARTER,18,02S,03W,SE SE NE,34.3842287,-97.5457654,"2,750","1,000",DEESE,,,
3501904995,LINN OPERATING INC,22182,2R,VELMA CAMP DEESE UNIT,79,403532,7/18/1996,CARTER,18,02S,03W,NW NE NW,34.3895482,-97.5567269,"2,750","1,000",DEESE,,,
3501905105,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,6-2,373546,4/27/1993,CARTER,20,02S,03W,SW NE SE,34.3661386,-97.5301934,"2,000","2,000",SYCAMORE,,,
3501905109,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,12-2,373550,4/27/1993,CARTER,20,02S,03W,SE SE SE,34.3625067,-97.5281513,"2,000","2,000",SYCAMORE,,,
3501905138,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,17-11,373553,4/27/1993,CARTER,21,02S,03W,SE NE SE,34.3660066,-97.5105394,"2,000","2,000",SYCAMORE,,,
3501905140,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,10-1,373549,4/27/1993,CARTER,21,02S,03W,SE NW SE,34.3661427,-97.5151055,"2,000","2,000",SYCAMORE,,,
3501905146,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,15-1,295280,3/28/1986,CARTER,21,02S,03W,SW SW SE,34.3622290,-97.5171500,"2,000","1,500",SYCAMORE,,,
3501905153,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,8-5,373548,4/27/1993,CARTER,21,02S,03W,NE NE SW,34.3679516,-97.5195114,"2,000","2,000",SYCAMORE,,,
3501905164,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,7-4,373547,4/27/1993,CARTER,21,02S,03W,NE SW SW,34.3643237,-97.5238827,"2,000","2,000",SYCAMORE,,,
3501905166,CITATION OIL & GAS CORPORATION,14156,2R,JENNINGS DEESE UNIT,81,326519,6/1/1988,CARTER,22,02S,03W,NW NE NE,34.3751633,-97.4954680,"1,500","2,000",DEESE,,,
3501905171,CITATION OIL & GAS CORPORATION,14156,2R,JENNINGS DEESE UNIT,79,322754,3/4/1988,CARTER,22,02S,03W,NW NW NE,34.3751971,-97.4998359,"1,500","2,000",DEESE,,,
3501905203,C & Y CASING PULLING COMPANY,333,2D,R.L. ZACHARY,3,324529,4/15/1988,CARTER,22,02S,03W,NE SE SE,34.3643256,-97.4932821,550,300,DEESE,,,
3501905217,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,20-1,373554,4/27/1993,CARTER,22,02S,03W,NW SE SW,34.3643258,-97.5042095,"2,000","2,000",SYCAMORE,,,
3501905219,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,17-8,373552,4/27/1993,CARTER,22,02S,03W,SW SW SW,34.3625193,-97.5085801,"2,000","2,000",SYCAMORE,,,
3501905232,CITATION OIL & GAS CORPORATION,14156,2R,G.D.V. (E. LAHMAN #20),1-20E,198815,9/18/1981,CARTER,23,02S,03W,SE SE NE,34.3698179,-97.4761036,"2,000","1,500",DEESE,,,
3501905233,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U. (C.D. WILLIAMS #10),7-10,91401,6/7/1972,CARTER,23,02S,03W,NW SE NE,34.3716205,-97.4781804,"2,000",700,DEESE,,,
3501905242,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U.,S1-6,91401,6/7/1972,CARTER,23,02S,03W,NW NW NW,34.3749798,-97.4910959,"2,000",700,DEESE,,,
3501905249,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U. (AD.DAVIS #6),4-6,91401,6/7/1972,CARTER,23,02S,03W,SW SW NW,34.3697387,-97.4909303,"2,000",700,DEESE,,,
3501905250,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U.,1-13E,343261,11/30/1989,CARTER,23,02S,03W,NE NE SE,34.3682806,-97.4758171,"2,000","1,500","DEESE, HOXBAR",,,
3501905254,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U.,1-15E,91401,6/7/1972,CARTER,23,02S,03W,SE NW SE,34.3661862,-97.4801813,"2,000",700,DEESE,,,
3501905257,CITATION OIL & GAS CORPORATION,14156,2R,GRAHAM DEESE UNIT,1-17J,91401,6/7/1972,CARTER,23,02S,03W,SW SE SE,34.3623930,-97.4779806,"2,000",0,"FUSILINID, HOXBAR, LONE GROVE, PONTOTOC",,,
3501905259,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U. (J. LAHMAN #20),J1-20,91401,6/7/1972,CARTER,23,02S,03W,NE SE SE,34.3643252,-97.4763301,"2,000",700,DEESE,,,
3501905261,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U. (J. LAHMAN #21),J1-21,91401,6/7/1972,CARTER,23,02S,03W,SE NE SW,34.3661480,-97.4841557,"2,000",700,DEESE,,,
3501905275,BUTKIN OIL COMPANY LLC,21023,2D,BROOKS,12,298671,5/30/1986,CARTER,24,02S,03W,S2 SW SE SE,34.3621265,-97.4604923,"1,000","1,000",FUSINILID,,,
3501905277,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U. (SCHERMERHORN-HOLMAN#6),20-6,91401,6/7/1972,CARTER,24,02S,03W,NW SW SE,34.3644045,-97.4648974,"2,000",700,DEESE,,,
3501905279,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U. (SHELL/WALKER-VOORHEES9,14-9,91401,6/7/1972,CARTER,24,02S,03W,W2 SE NE SW,34.3662238,-97.4670764,"2,000",700,DEESE,,,
3501905282,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U. (C.SMITH #13),18-13,91401,6/7/1972,CARTER,24,02S,03W,N2 SW NW SW,34.3667020,-97.4736252,"2,000",700,DEESE,,,
3501905283,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U. (C.SMITH #15),18-15,91401,6/7/1972,CARTER,24,02S,03W,NE NW SW,34.3680522,-97.4716628,"2,000",700,DEESE,,,
3501905287,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U.(SHELL-SMITH HEIRS #1),17-1,91401,6/7/1972,CARTER,24,02S,03W,SW SW SW,34.3626136,-97.4736123,"2,000",700,DEESE,,,
3501905289,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U. (CURTIS-SMITH #14),18-14,291691,12/30/1985,CARTER,24,02S,03W,SE SW SW,34.3621546,-97.4714241,"2,000","1,000",DEESE,,,
3501905292,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U. (R.W.LAHMAN #10),36-10,94574,12/8/1972,CARTER,25,02S,03W,SW NE NE,34.3589397,-97.4601623,"2,000",700,DEESE,,,
3501905307,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U. (WESTHEIMER NEU-MCKIN3),32-3,91401,6/7/1972,CARTER,25,02S,03W,SE NW NW,34.3587753,-97.4715732,"2,000",700,DEESE,,,
3501905311,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U. (JEFFERSON #8),37-8,91401,6/7/1972,CARTER,25,02S,03W,NW SW NW,34.3571143,-97.4735855,"2,000",700,DEESE,,,
3501905313,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U.,45-2,312649,5/22/1987,CARTER,25,02S,03W,NW NE SE,34.3534929,-97.4604703,"2,000","1,300",DEESE,,,
3501905320,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U. (CHILDRESS-DANIELS #2),51-2,91401,6/7/1972,CARTER,25,02S,03W,SE SE SE,34.3480162,-97.4582622,"2,000",700,DEESE,,,
3501905321,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U.,34-9,295289,3/28/1986,CARTER,25,02S,03W,SE SW SE,34.3482153,-97.4626586,"2,000","1,000",DEESE,,,
3501905328,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U. (J.E.SWARTZ #2),24-2,91401,6/7/1972,CARTER,26,02S,03W,SW NE NE,34.3589725,-97.4778692,"2,000",700,DEESE,,,
3501905330,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U. (JOHNSON SWARTZ,23-10,91401,6/7/1972,CARTER,26,02S,03W,NE NW NE,34.3604850,-97.4800200,"2,000",700,HOXBAR,,,
3501905333,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U. (J-SWARTZ #17),23-17,91401,6/7/1972,CARTER,26,02S,03W,SW NW NE,34.3590859,-97.4823778,"2,000",700,SALT WATER BEARING,,,
3501905337,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U.(JOHNSON-SWARTZ #15),23-15,91401,6/7/1972,CARTER,26,02S,03W,SE SE NE,34.3552586,-97.4757976,"2,000",700,DEESE,,,
3501905340,CITATION OIL & GAS CORPORATION,14156,2R,G.D.U.,22-6A,202355,11/12/1981,CARTER,26,02S,03W,NE NE NW,34.3609152,-97.4845743,"2,000","1,500",DEESE,,,
3501905357,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,44-12,267169,10/18/1984,CARTER,27,02S,03W,SW SW NE,34.3552389,-97.4998922,"2,000","1,100",SYCAMORE,,,
3501905360,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,31-4,267167,10/18/1984,CARTER,27,02S,03W,SE NE NW,34.3606779,-97.5019348,"2,000","1,700",SYCAMORE,,,
3501905362,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,31-2,562676,11/26/2008,CARTER,27,02S,03W,SW NW NW,34.3588591,-97.5085026,"2,000","1,300",SYCAMORE,,,
3501905367,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,32-4,267168,10/18/1984,CARTER,27,02S,03W,NW SE NW,34.3570491,-97.5041370,"2,000","1,200",SYCAMORE,,,
3501905372,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,31-1,267171,10/18/1984,CARTER,27,02S,03W,SE SW NW,34.3552369,-97.5063173,"2,000","1,500",SYCAMORE,,,
3501905382,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,61-6,168319,4/28/1980,CARTER,27,02S,03W,SE SE SE,34.3479652,-97.4934061,"2,000","1,170",SYCAMORE,,,
3501905385,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,56-3A,167001,4/3/1980,CARTER,27,02S,03W,NE SW SE,34.3496246,-97.4976117,"2,000","1,380",SYCAMORE,,,
3501905388,CHAPARRAL ENERGY LLC,16896,2D,SYCAMORE UNIT,56-1A,168317,4/28/1980,CARTER,27,02S,03W,SW SW SE,34.3480430,-97.4997997,"2,000","1,650",SYCAMORE,,,
3501905392,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,53-2,267170,10/18/1984,CARTER,27,02S,03W,SW NE SW,34.3515844,-97.5039117,"2,000","1,500",SYCAMORE,,,
3501905400,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,51-16,360689,10/14/1991,CARTER,27,02S,03W,NE SW SW,34.3499338,-97.5063537,"2,000","2,000",SYCAMORE,,,
3501905403,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,30-3,267166,10/18/1984,CARTER,28,02S,03W,NW NE NE,34.3606690,-97.5128197,"2,000","1,400",SYCAMORE,,,
3501905406,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,29-3,295286,3/28/1986,CARTER,28,02S,03W,SE NW NE,34.3588536,-97.5150139,"2,000","1,400",SYCAMORE,,,
3501905411,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,41-3,295285,3/28/1986,CARTER,28,02S,03W,NE SE NE,34.3570438,-97.5106481,"2,000","1,700",SYCAMORE,,,
3501905416,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,29-4,295275,3/28/1986,CARTER,28,02S,03W,SE SW NE,34.3552266,-97.5150289,"2,000","1,400",SYCAMORE,,,
3501905420,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,28-1,295281,3/28/1986,CARTER,28,02S,03W,NE NE NW,34.3606634,-97.5193848,"2,000","1,200",SYCAMORE,,,
3501905424,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,37-1,295283,3/28/1986,CARTER,28,02S,03W,SE NW NW,34.3588852,-97.5237544,"2,000","1,000",SYCAMORE,,,
3501905429,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,40-3,295284,3/28/1986,CARTER,28,02S,03W,NE SE NW,34.3570363,-97.5193770,"2,000","1,200",SYCAMORE,,,
3501905433,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,49-1,290357,12/18/1985,CARTER,28,02S,03W,NE NE SE,34.3533924,-97.5106634,"2,000","1,500",SYCAMORE,,,
3501905437,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,46-3,274880,3/19/1985,CARTER,28,02S,03W,SE NW SE,34.3515752,-97.5150439,"2,000","1,000",SYCAMORE,,,
3501905442,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,50-3,295276,3/28/1986,CARTER,28,02S,03W,NE SE SE,34.3497654,-97.5106785,"2,000","1,100",SYCAMORE,,,
3501905458,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE-SPRINGER UNIT,18-4,370500,12/16/1992,CARTER,29,02S,03W,NW NW NE,34.3606622,-97.5348469,"1,700","5,200",DEESE,,,
3501905460,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE-SPRINGER UNIT,30-1,370492,12/16/1992,CARTER,29,02S,03W,SW SW NE,34.3552102,-97.5347766,"1,700","5,200",DEESE,,,
3501905461,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE-SPRINGER UNIT,30-2,370490,12/16/1992,CARTER,29,02S,03W,NW SW NE,34.3570236,-97.5348354,"1,700","5,200",DEESE,,,
3501905462,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER UNIT,17-5,369879,12/23/1992,CARTER,29,02S,03W,SE NE NW,34.3588370,-97.5369670,"1,700","5,200",DEESE,,,
3501905464,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER UNIT,17-2,370498,12/16/1992,CARTER,29,02S,03W,NW NE NW,34.3607262,-97.5391013,"1,700","5,200",DEESE,,,
3501905465,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE-SPRINGER UNIT,17-3,370499,12/16/1992,CARTER,29,02S,03W,NE NE NW,34.3606532,-97.5369778,"1,700","5,200",DEESE,,,
3501905466,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE-SPRINGER UNIT,16-1,370497,12/16/1992,CARTER,29,02S,03W,SE NW NW,34.3588258,-97.5413868,"1,700","2,850",DEESE,,,
3501905467,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER UNIT,15-2,370496,12/16/1992,CARTER,29,02S,03W,NW NW NW,34.3606241,-97.5436009,"1,700","2,850",DEESE,,,
3501905478,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER,27A-4A,370485,12/16/1992,CARTER,29,02S,03W,NW SE NW,34.3568100,-97.5391384,"1,700","2,850",DEESE,,,
3501905481,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER,26-B1,372058,2/26/1993,CARTER,29,02S,03W,NW SW NW,34.3570053,-97.5435857,"1,700","2,850",DEESE,,,
3501905485,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER,27B-1,370486,12/16/1992,CARTER,29,02S,03W,SE SW NW,34.3551986,-97.5414014,"1,700","2,850",DEESE,,,
3501905486,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER,41-2,370487,12/16/1992,CARTER,29,02S,03W,SW NE SE,34.3515816,-97.5303273,"1,700","5,200",DEESE,,,
3501905489,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE-SPRINGER UNIT,41-1,370488,12/16/1992,CARTER,29,02S,03W,SE NW SE,34.3515696,-97.5325621,"1,700","5,200",DEESE,,,
3501905491,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER,41-4,370526,12/16/1992,CARTER,29,02S,03W,NW NW SE,34.3533990,-97.5347474,"1,700","2,850",DEESE,,,
3501905492,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER,41-5,370525,12/16/1992,CARTER,29,02S,03W,NE NW SE,34.3533779,-97.5325541,"1,700","5,200",DEESE,,,
3501905495,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER,49-5,370524,12/16/1992,CARTER,29,02S,03W,SE SE SE,34.3479415,-97.5281131,"1,700","2,850",DEESE,,,
3501905496,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE-SPRINGER UNIT,49-6,370523,12/16/1992,CARTER,29,02S,03W,NW SE SE,34.3497653,-97.5303200,"1,700","2,850",DEESE,,,
3501905499,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER,49-8,378472,12/16/1992,CARTER,29,02S,03W,SE SW SE,34.3479426,-97.5325508,"1,700","2,850",DEESE,,,
3501905500,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE-SPRINGER UNIT,49-9,370513,12/16/1992,CARTER,29,02S,03W,NW SW SE,34.3497609,-97.5347327,"1,700","2,850",DEESE,,,
3501905503,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER,40-2B,370489,12/16/1992,CARTER,29,02S,03W,SE NE SW,34.3515791,-97.5369438,"1,700","2,850",DEESE,,,
3501905508,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER,38-1,370491,12/16/1992,CARTER,29,02S,03W,NW NW SW,34.3533815,-97.5435672,"1,700","2,850",DEESE,,,
3501905509,KINGERY DRILLING COMPANY INC,1214,2D,KIRKPATRICK / TYER B2,2,50806,1/16/1963,CARTER,29,02S,03W,SE NW SW,34.3515718,-97.5413996,500,400,HOXBAR,,,
3501905512,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER UNIT,14-1,370495,12/16/1992,CARTER,30,02S,03W,SE NE NE,34.3587983,-97.5457860,"1,700","2,850",DEESE,,,
3501905527,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER UNIT,23-1,370483,12/16/1992,CARTER,30,02S,03W,NW SE NE,34.3569921,-97.5479569,"1,700","2,850",DEESE,,,
3501905528,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER UNIT,24-1F,370484,12/16/1992,CARTER,30,02S,03W,SE SE NE,34.3551824,-97.5457707,"1,700","2,850",DEESE,,,
3501905530,SEALS AND BROWN OIL OPERATING,21060,2D,PHILLIPS,3,37860,8/4/1958,CARTER,30,02S,03W,NW NW SE NE,34.3574131,-97.5484679,500,500,HOXBAR,,,
3501905531,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,52-5A,269430,11/30/1984,CARTER,27,02S,03W,NE NE SW,34.3533824,-97.5021401,"2,000","1,500",SYCAMORE,,,
3501905534,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER UNIT,22-1,370481,12/16/1992,CARTER,30,02S,03W,NW SW NE,34.3569955,-97.5523139,"1,700","2,850",DEESE,,,
3501905542,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE-SPRINGER UNIT,11A-1,370528,12/16/1992,CARTER,30,02S,03W,SE NE NW,34.3588051,-97.5545002,"1,700","2,850",DEESE,,,
3501905543,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE-SPRINGER UNIT,10-1,370508,12/16/1992,CARTER,30,02S,03W,NW NE NW,34.3606146,-97.5566867,"1,700","5,200",DEESE,,,
3501905549,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER UNIT,11A-3,370494,12/16/1992,CARTER,30,02S,03W,SE NW NW,34.3587921,-97.5589356,"1,700","2,850",DEESE,,,
3501905551,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE-SPRINGER UNIT,19-2,370480,12/16/1992,CARTER,30,02S,03W,NW SE NW,34.3569988,-97.5566709,"1,700","2,850",DEESE,,,
3501905555,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE-SPRINGER UNIT,53-3,370510,12/16/1992,CARTER,32,02S,03W,NW NE NE,34.3461419,-97.5303096,"1,700","2,850",DEESE,,,
3501905557,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE-SPRINGER UNIT,53-4,370511,12/16/1992,CARTER,32,02S,03W,SE NE NE,34.3443105,-97.5281165,"1,700","2,850",DEESE,,,
3501905566,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE-SPRINGER UNIT,57-9,370503,12/16/1992,CARTER,33,02S,03W,SE NW NE,34.3442914,-97.5150737,"1,700","2,850",DEESE,,,
3501905571,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE-SPRINGER UNIT,57-2,370387,12/14/1992,CARTER,33,02S,03W,NW SE NE,34.3422810,-97.5127800,"1,700","2,850",DEESE,,,
3501905573,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE-SPRINGER UNIT,57-5,370501,12/16/1992,CARTER,33,02S,03W,SE SW NE,34.3406522,-97.5150692,"1,700","2,850",DEESE,,,
3501905574,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE-SPRINGER UNIT,57-7,370502,12/16/1992,CARTER,33,02S,03W,NW SW NE,34.3424678,-97.5172440,"1,700","2,850",DEESE,,,
3501905576,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER UNIT,55B-3,370519,12/16/1992,CARTER,33,02S,03W,SE NE NW,34.3442833,-97.5194189,"1,700","2,850",DEESE,,,
3501905579,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE-SPRINGER UNIT,55A-9,370509,12/16/1992,CARTER,33,02S,03W,SE NW NW,34.3444178,-97.5237371,"1,700","2,850",DEESE,,,
3501905580,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER UNIT,55A-10,370515,12/16/1992,CARTER,33,02S,03W,NE NW NW,34.3461269,-97.5238309,"1,700","2,850",DEESE,,,
3501905584,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER UNIT,55B-7,370517,12/16/1992,CARTER,33,02S,03W,NW SW NW,34.3424514,-97.5259341,"1,700","2,850",DEESE,,,
3501905586,CHAPARRAL ENERGY LLC,16896,2R,FOX DEESE- SPRINGER UNIT,55B-11,370527,12/16/1992,CARTER,33,02S,03W,SE SW NW,34.3406329,-97.5237497,"1,700","2,850",DEESE,,,
3501905600,CHAPARRAL ENERGY LLC,16896,2R,SYCAMORE UNIT,62-9,360691,10/14/1991,CARTER,34,02S,03W,SE NE NE,34.3443172,-97.4932890,"2,000","2,000",SYCAMORE,,,
